score,comments,crossposts,time_in_minutes
29596,260,1,1050
27803,401,0,1260
27760,1582,10,300
27200,570,0,60
23806,524,1,1380
21130,217,1,1260
12755,246,1,1350
10443,320,5,1200
8086,255,0,1110
7385,237,1,300
6862,130,1,390
6706,237,3,570
6286,153,0,1140
6163,298,0,270
5878,204,0,720
5776,610,1,1080
52598,4363,10,930
44542,7613,15,600
37104,1601,7,1200
36536,3020,14,1410
29005,376,4,1110
28492,2355,14,630
28092,1303,7,120
27187,6285,13,1320
26496,3015,3,720
21610,2919,12,1170
50855,476,3,960
46627,319,0,900
43491,432,1,1080
43301,313,0,870
39922,175,0,1320
39234,481,0,1410
37226,279,2,90
37136,1451,1,570
36914,628,0,60
35039,635,0,1140
125593,1225,26,1260
88723,1304,26,1170
87977,808,33,1200
81204,1808,39,930
81171,778,5,780
80068,1118,16,840
78430,596,29,1080
77870,1875,61,180
75492,412,6,870
74433,415,21,480
42366,248,3,1350
20616,171,7,510
20301,481,4,570
18484,186,2,30
18264,275,2,840
18042,87,2,1380
17566,137,2,750
17545,94,3,630
16680,215,4,930
16619,84,4,720
7480,1066,0,1170
4566,358,17,1230
2863,371,1,600
2598,510,5,0
2424,584,1,930
2392,178,0,1200
2168,277,0,1020
2155,266,1,900
2026,349,0,1080
2020,288,0,900
30429,433,0,1230
23126,192,8,1320
20088,155,2,1110
19996,150,1,900
18407,145,0,1350
15979,83,0,870
15364,112,0,1410
14495,59,0,930
13802,119,1,810
36802,575,17,780
24411,342,8,570
12242,241,12,1230
12092,352,28,1020
11755,421,10,1170
11482,263,2,690
10723,267,6,210
9605,371,1,720
8967,275,3,0
119342,3480,5,990
75018,1322,5,960
70411,3558,18,630
67463,934,5,870
66831,3154,17,1170
64486,2278,16,600
61343,2749,4,1320
60978,605,2,540
60003,1160,4,630
59265,1455,2,1050
39623,83,0,150
27184,780,13,990
25012,1242,3,840
17637,1503,6,810
18917,271,5,810
17711,1822,8,180
17623,480,8,1200
16321,105,21,0
15794,313,0,1080
34424,390,29,840
33973,210,6,930
29725,272,11,1410
26923,179,2,270
26212,215,13,870
25610,425,1,1380
24781,196,1,720
24114,78,3,750
23191,127,2,600
21057,170,5,1020
28218,1017,7,720
24101,151,3,630
21184,627,2,900
20963,208,0,870
19209,449,3,450
17418,630,1,780
17271,352,1,1230
16305,620,1,1110
15614,560,0,1110
15005,463,14,30
18147,724,0,120
11798,271,0,720
11066,440,3,1140
8372,270,4,900
5658,136,0,960
4614,121,1,660
4307,175,0,120
4077,35,1,630
4052,43,10,570
4011,113,0,1080
59214,2801,17,1140
28327,1721,19,1080
24163,3403,4,1410
23742,5187,13,540
15953,674,25,420
14549,746,5,1110
14489,1039,3,990
14159,1803,7,1230
13969,597,1,570
13607,2123,8,270
33037,652,7,930
29598,840,7,1080
23143,256,1,870
20491,725,0,900
20219,312,1,30
19499,629,5,1050
18488,368,2,960
17648,767,2,1230
17649,621,1,870
16828,271,0,750
2615,602,0,1320
1970,1144,6,1260
938,106,0,900
889,334,2,120
774,178,0,750
739,580,1,690
625,81,0,300
600,2036,0,240
586,131,1,150
530,259,0,900
11619,139,0,390
10684,610,0,720
10592,513,0,630
9831,485,0,840
9677,267,0,1230
8880,501,0,630
8707,629,0,840
8601,344,0,720
8572,898,1,1230
8276,90,0,840
102615,751,29,750
67145,1366,9,1110
42842,185,4,600
42421,294,9,540
39252,216,1,660
35764,216,0,480
35385,400,9,600
34744,162,0,240
32976,503,4,600
32173,986,2,1020
81185,2193,26,630
62579,2178,9,720
58198,1873,7,630
45923,1433,6,0
43869,391,2,300
39579,2299,2,60
38081,1050,6,1080
37471,1225,3,990
36380,1284,6,1050
34465,661,0,150
142547,4277,29,960
121099,815,19,1260
117939,4036,83,510
115603,3218,4,1230
112788,1737,27,600
109863,2990,73,60
109698,1673,66,570
109103,7520,39,810
108668,6552,48,780
106879,5796,40,960
41405,860,17,1410
33376,538,13,780
28910,589,8,1140
22453,350,0,90
21640,369,4,30
17380,189,1,1050
16235,376,10,1260
15148,222,7,660
15008,273,1,1350
14901,302,2,1020
151792,3796,172,1020
148951,1414,293,1110
139420,2169,284,510
137076,1086,28,1410
128461,1125,32,150
128230,1565,209,1380
128093,1683,66,960
118938,1192,34,1380
115895,759,42,900
115734,645,30,960
17322,234,33,750
13131,192,30,600
12764,92,27,660
10374,114,12,1020
78415,989,12,1260
70775,1375,4,390
66374,803,6,900
64700,2361,13,960
64338,2632,1,1140
61394,5912,4,690
60217,1912,0,600
54245,1183,9,180
48689,1828,6,810
48306,7633,13,120
98909,1370,36,780
92285,486,52,990
91891,625,26,900
90034,1312,86,90
88020,539,50,720
79087,374,44,1140
77358,430,2,750
75478,429,26,1350
74779,823,20,1020
74630,621,18,1230
42919,587,6,1170
10750,148,2,1200
10345,147,6,1320
10293,399,3,510
8271,34,3,1410
6939,81,0,1170
6915,68,4,0
6609,133,1,1350
5928,57,2,1320
5641,30,4,1050
175399,4998,102,1020
149255,11490,419,0
148739,1851,29,1290
144509,4477,16,120
144060,3946,78,870
137033,7021,20,870
135680,1653,14,1170
135250,1918,19,1110
131173,1433,17,960
127564,4630,31,1200
60979,1138,21,1350
45880,412,2,120
40116,594,41,1200
36674,662,4,180
34015,272,0,120
33082,584,4,570
30708,498,26,1380
30105,701,2,840
29186,647,13,930
27789,1053,7,1200
40016,274,3,780
37826,735,1,270
36868,435,11,930
35488,544,4,810
35430,609,19,600
35363,1175,15,810
33473,309,7,300
33320,232,2,720
30919,752,8,570
30621,371,3,1380
129168,3244,15,180
127691,2486,19,750
121887,85,16,1290
117222,1727,34,1320
117091,1258,15,960
117077,2881,11,1260
116212,1394,33,990
113729,924,12,1140
113145,49,43,30
111938,803,4,1200
32006,936,5,120
29199,1521,2,120
27881,1319,6,30
27221,568,1,990
26124,295,0,870
23326,491,1,1140
22994,1009,2,1170
22094,741,10,1170
21797,341,3,600
21465,1329,0,1110
88139,2910,1,1350
48363,5314,26,420
42987,6955,2,1380
33167,812,6,420
32509,2960,1,720
32052,6056,9,300
30891,2169,1,990
29079,1310,2,60
25722,3026,3,300
24709,2687,2,30
18821,1228,1,750
11108,1815,0,750
10903,939,0,900
8489,2162,0,1230
8147,606,0,1230
7538,476,7,1110
7020,1029,0,900
6896,561,0,960
6527,225,1,840
6331,325,1,1080
2824,2368,0,930
2349,473,0,1020
2205,483,0,930
2190,291,1,840
2060,293,0,1020
2023,366,0,810
2004,384,0,1080
1975,374,1,1020
1820,369,0,930
1720,4451,1,30
35940,1975,16,810
27437,430,20,960
22059,510,31,1020
18390,350,5,1410
18015,517,23,1170
17506,452,20,240
17057,229,13,960
16370,172,0,0
15696,246,1,720
15501,349,6,1140
12477,227,2,960
10441,222,1,1320
9811,38,1,1230
9113,167,0,930
8273,104,2,870
8261,66,3,960
8016,124,0,30
7792,108,0,1320
7395,136,3,1140
7313,65,4,210
59473,278,2,240
38216,5070,0,720
32238,2117,0,210
30471,363,7,240
27305,764,10,1290
27136,706,9,120
26996,2113,0,1170
25705,1042,4,210
25087,359,3,1380
23271,2133,4,120
65387,984,2,90
58535,1275,15,810
57438,347,7,1170
50470,996,11,270
49958,2770,4,1200
48954,546,2,1020
48882,2355,4,390
46645,811,2,1320
46269,525,1,750
46121,2149,11,1170
58001,1260,7,870
41459,893,64,1050
33570,1114,14,750
32199,1287,21,1410
26924,409,1,1200
24259,842,6,90
22552,844,0,1260
22151,994,6,900
21694,747,17,960
21385,409,225,570
78186,874,39,960
77620,2908,22,810
77414,945,31,1020
69421,762,32,1050
67483,1630,53,630
67201,738,20,750
64525,1041,20,1290
64071,511,34,750
62112,1274,9,990
57356,952,10,1260
61765,421,17,1020
59688,1055,10,1050
57789,895,7,930
56094,437,4,990
54478,855,23,1140
47961,869,21,1170
47583,792,16,1170
47479,768,9,540
45393,669,8,480
45060,1193,1,720
29977,1021,9,120
19603,170,1,720
16258,737,0,750
16024,244,3,90
15320,1076,15,780
14545,419,88,1140
12592,240,6,60
12376,549,6,60
11770,165,1,570
11668,202,6,840
10760,88,4,1290
9941,64,1,360
8889,136,0,1410
7928,69,6,1230
7878,124,0,1050
6467,136,0,1410
6365,141,4,360
5997,96,0,1200
5775,63,0,1290
5610,71,0,450
74935,937,4,1020
27382,268,8,870
24878,295,6,1320
22526,206,2,330
22480,215,48,90
20887,143,1,780
19073,639,30,240
18598,131,1,1380
15901,116,11,900
15878,60,0,810
8940,85,0,540
6886,246,1,1230
6612,80,1,1410
5514,88,2,390
5343,198,0,990
5315,63,1,1020
5293,405,5,1200
5278,98,0,1020
5072,117,2,1410
4771,261,0,900
148971,4378,19,1260
133718,2615,19,1140
126987,3230,32,780
125463,2677,41,690
124937,1777,30,90
122896,3879,47,960
117594,2069,57,240
115089,3762,35,750
114649,2282,82,1020
114481,3628,34,1260
60549,548,14,90
59791,743,30,1170
53622,968,20,60
52245,758,22,540
46108,714,12,750
45830,1128,30,1080
43505,433,78,1380
43102,603,8,690
43004,415,23,1170
41026,674,8,1290
33364,298,11,90
32798,272,10,1020
28599,386,10,150
24572,293,0,810
23157,283,0,1080
21050,618,2,1080
20401,215,10,960
20333,186,0,720
19912,97,2,780
18967,308,16,180
38064,318,4,1020
37589,669,11,660
34725,361,2,840
32523,371,20,1260
28258,374,0,930
26533,1590,0,930
26071,580,9,1230
25971,266,2,1050
25848,575,7,1230
25451,283,6,600
31819,148,51,390
25247,276,3,930
23290,83,2,1410
21444,565,27,780
19993,258,28,870
18750,167,29,1170
17676,403,1,900
17662,278,1,690
17485,258,14,1200
17408,339,3,630
84205,902,16,1320
81543,2788,13,750
79759,1006,15,480
79439,884,23,0
77788,2009,12,600
75923,859,27,390
75256,874,20,1140
74212,1161,33,1350
73483,343,14,30
70798,397,2,810
50988,1212,20,1350
50193,902,1,990
46424,478,9,1320
45627,507,3,180
45430,1237,2,870
41609,1159,9,1110
38420,489,6,900
35529,562,1,930
34025,452,3,1170
33752,730,3,1050
11923,204,0,660
10129,343,0,1110
9542,2701,0,1080
7125,204,0,960
6734,283,0,1050
6643,220,0,1080
6395,45,0,690
6272,88,0,1320
6156,134,0,810
6093,168,2,720
23387,565,6,690
21083,714,0,990
19663,338,0,810
16502,708,0,900
14051,1067,0,900
13606,163,3,600
13519,75,3,30
12625,120,0,600
12564,273,0,930
12311,375,1,480
129192,2694,16,720
99011,3836,1,1350
98272,2489,11,630
91123,729,8,360
87989,2834,13,300
87377,1593,9,930
86626,1054,2,780
80102,4088,27,420
80089,1626,7,900
78608,1896,3,1230
2662,39,0,630
1700,62,1,810
1688,69,0,720
1450,26,0,1140
1308,208,0,600
1274,27,0,1050
1261,42,0,930
1250,35,0,390
1254,45,0,1260
1141,18,0,90
59764,509,29,900
56906,678,27,1290
54796,349,10,570
53100,557,8,90
52900,574,26,1080
44932,469,4,840
44472,438,9,1170
44012,514,25,120
43160,317,49,900
39986,550,16,1260
5689,580,1,1410
5468,788,1,750
5014,360,0,420
4934,481,5,1260
4660,690,0,1350
4624,766,1,780
4363,176,0,690
4333,266,4,1050
4207,0,3,840
4190,347,0,510
110654,1167,83,1170
89080,666,7,660
84012,1008,21,780
83705,3996,23,900
83113,184,15,840
82314,507,8,30
79291,611,1,810
71622,1405,11,660
70848,1155,6,570
68567,979,9,1080
21622,1434,27,1410
12422,552,0,660
9884,1122,0,510
6327,252,0,870
6073,368,0,930
5705,245,1,1140
5545,678,0,1140
5243,255,0,240
4949,995,0,990
4909,321,0,990
18821,400,4,60
17497,90,10,1350
11947,244,4,480
11466,90,0,1410
10889,213,1,60
8944,127,5,1290
8926,144,1,0
8227,77,0,1020
8155,160,0,570
7423,45,0,90
36166,581,6,1200
35546,319,17,840
35520,306,20,900
35405,208,8,750
34172,534,22,900
33231,257,3,810
33041,164,1,720
32026,248,2,750
30136,240,19,990
28185,490,3,660
30613,419,3,690
26693,2611,4,360
25466,1079,10,30
21245,1145,4,510
20842,807,11,870
20607,1280,6,510
19365,969,3,480
18891,681,10,120
18572,779,4,60
17548,1143,3,1020
260852,16387,140,1230
210947,8325,144,1140
202026,2338,62,1320
196264,6371,123,1110
186409,9222,104,960
178882,7808,102,1170
167827,6765,94,720
160136,7628,25,990
158986,10563,139,720
565,1403,0,1380
361,119,0,960
313,950,0,1050
266,983,0,300
264,3463,0,1170
259,568,0,1170
259,799,0,420
219,181,0,270
197,593,0,1080
194,1086,0,1110
80005,852,64,1350
64249,1592,39,150
55326,2841,93,660
46990,393,17,150
44300,470,41,630
41852,501,30,450
41318,412,7,870
40935,405,29,720
39957,1819,85,960
38426,204,11,810
88349,6519,3,870
83721,6839,22,990
68631,2987,3,210
67409,1322,2,1380
60703,1135,4,210
58439,1990,6,90
58309,782,14,810
57469,3496,2,690
55752,896,6,990
53944,868,7,630
1130,29,0,960
707,30,0,510
706,34,0,960
699,46,0,990
643,24,1,720
573,40,1,450
565,31,1,360
554,23,0,1050
498,21,0,840
490,18,0,0
52969,460,0,1320
33212,171,7,1110
30919,231,6,1050
30202,205,1,1020
30127,94,1,870
29396,180,1,960
28695,503,1,30
28636,209,5,780
27819,166,0,960
25940,130,0,780
23541,117,3,30
19298,103,2,570
17723,116,1,660
16503,135,4,750
16227,296,4,1110
15315,47,0,660
14979,107,5,600
14054,82,1,600
13625,339,1,210
12836,50,1,90
73182,4570,58,1260
57134,659,30,1050
54093,437,8,1110
52415,705,35,570
50435,566,10,1020
48965,745,12,480
48855,567,30,1410
48575,1172,98,780
47610,783,6,750
47176,332,2,720
23511,345,2,960
22181,138,5,120
20161,149,2,1110
19785,120,0,150
18834,130,4,1110
18825,431,0,870
17502,137,2,810
16159,96,1,720
15364,78,3,900
15105,157,0,990
4520,332,1,1110
4308,129,1,1320
3803,263,2,990
3726,223,3,1080
3467,591,2,270
3290,129,0,540
3264,270,1,420
3211,231,5,810
2940,392,1,1050
2797,470,10,1140
68331,1594,19,1380
65607,695,17,1050
63188,1461,36,960
54401,583,15,870
54313,1578,35,960
51465,701,8,960
48211,1141,10,570
46698,1491,16,0
46321,2394,0,990
46011,1437,14,1350
89647,2663,11,900
89397,808,9,1020
73765,1518,4,1410
72947,4603,9,1410
67888,2764,12,1410
67420,979,9,1110
62489,880,9,930
61798,1133,4,840
61705,1684,3,1140
61263,1003,5,630
44137,401,20,930
37351,243,3,690
22633,122,5,810
28347,157,7,750
25789,277,12,690
24702,285,0,930
22954,249,3,30
21257,245,8,930
21028,63,10,570
102123,2681,6,1170
87265,3719,1,270
87088,2870,22,930
80840,960,4,870
79843,10257,38,1170
77615,3746,6,210
77561,1392,6,750
77244,14454,7,930
75860,1357,3,960
75358,5516,5,750
79632,13310,25,1140
77395,6424,10,90
74697,4182,27,0
72797,1173,28,90
67282,4997,5,90
61826,4416,27,870
60662,2916,19,990
59405,2209,8,900
57102,969,8,1260
55776,7946,2,1380
7533,489,1,1020
7144,1191,3,150
7110,779,33,1170
6862,675,3,870
6266,523,0,960
6101,767,9,900
5881,336,5,1080
5829,403,2,1080
5718,111,1,1020
5361,365,0,900
30748,227,10,0
27806,345,20,570
20713,114,21,210
19190,358,2,1350
17788,206,0,1410
17514,284,2,30
17500,157,5,1170
16541,189,1,1260
16490,128,9,1230
16295,286,9,60
13105,1974,8,1140
10152,1363,2,0
9616,1439,4,300
6622,478,2,1380
6460,337,0,1350
5889,840,0,0
5798,274,1,900
5538,410,0,930
5441,278,0,1290
5419,300,0,630
98798,602,4,1350
22982,685,2,780
22587,875,8,390
17669,275,1,1320
16950,2731,0,690
15854,278,1,1320
15151,940,0,690
15077,719,0,780
14272,425,2,0
14259,359,2,840
51641,977,22,840
36097,1003,6,900
35137,1071,3,300
29434,2062,9,1140
28876,1176,1,180
27764,579,2,900
25223,1362,5,1290
48406,544,0,780
36375,350,2,840
28787,303,2,780
28083,258,0,840
27657,317,2,870
24635,315,0,510
22107,240,0,750
21517,183,0,720
21378,278,0,750
21027,212,0,750
191264,1604,63,930
179543,2261,31,1260
175590,674,19,750
173022,1352,67,1020
169874,619,13,1140
169090,3003,36,1140
168093,454,7,870
165394,797,4,1170
162217,1328,27,1050
161572,668,7,690
17248,145,1,90
14516,162,2,270
10915,118,0,120
9748,252,0,1080
8329,118,1,960
7982,81,0,900
7963,91,1,870
7947,99,2,1080
7377,103,6,1200
7150,109,0,1110
27749,1706,10,60
27665,589,7,900
27366,404,8,0
26588,524,11,1200
25568,532,17,1290
21832,704,52,750
21507,377,9,180
20559,366,0,270
18918,128,14,1260
18658,703,11,1110
35323,479,0,1230
34253,331,2,0
32075,525,4,630
30095,435,1,1230
28470,263,1,960
27743,667,0,270
27492,348,0,1080
26980,436,2,1140
26199,668,3,1110
25871,192,3,1260
72939,253,1,30
51189,423,6,1230
43725,1264,4,1110
41543,375,2,690
40343,789,1,660
34971,1533,26,540
33645,246,0,1380
33649,686,1,1230
33039,414,6,810
32989,348,5,960
1922,188,0,1230
1179,588,3,1080
815,313,0,300
756,241,1,1050
665,639,0,480
630,352,3,1080
546,161,0,1320
505,46,0,1170
496,455,0,360
494,192,0,420
82713,803,9,90
80968,613,10,240
70059,294,8,1140
62869,199,6,1020
53762,844,13,840
53518,745,5,1050
51903,652,4,990
50430,308,1,1410
50043,1030,6,90
25012,238,0,900
20923,211,3,900
20740,158,8,870
17622,94,3,810
17006,68,1,1410
15681,130,0,1290
14724,53,2,60
14286,53,1,900
13987,144,0,900
13501,116,0,1170
62857,1253,30,900
58087,1492,28,780
56705,1611,12,1320
56588,930,14,1140
54915,639,46,810
53302,1703,23,1050
51410,1258,25,900
49569,1212,48,990
47060,590,12,1410
46228,525,11,630
44292,344,2,1170
35735,300,0,960
26825,405,2,30
25682,669,0,810
25611,233,6,900
23948,279,0,930
23779,308,6,1110
21289,174,0,1200
20919,134,0,1080
19227,259,0,870
63184,1355,14,0
53807,924,8,390
49690,786,2,720
46200,622,1,660
41067,430,2,1170
37613,726,5,1020
36058,473,4,180
35479,227,6,780
34899,888,3,1200
34749,775,1,810
55139,441,46,1380
46966,1175,29,1050
46482,839,69,120
45252,1281,39,1080
43593,547,25,1050
42847,1191,28,960
42789,897,135,1050
38715,110,40,1230
38264,648,13,810
38150,576,15,1020
26512,430,30,570
14177,542,2,420
7778,776,3,480
7055,537,5,510
6941,436,0,630
6856,176,1,510
6787,309,0,1110
6611,264,5,480
6547,248,1,450
6339,304,6,570
39012,669,3,720
37624,1197,0,240
27244,246,1,900
26677,368,0,1260
26198,284,0,870
23019,155,4,780
21210,184,0,720
21144,138,0,780
20268,417,0,750
20096,236,0,720
82941,43,30,750
61368,1466,30,930
60627,1408,15,870
55373,1532,5,1080
52357,423,14,870
50986,811,1,930
50073,428,18,1230
49503,991,6,1080
48795,1471,35,600
48647,586,4,750
18790,113,0,1050
15630,201,7,1140
13912,120,0,1290
13005,118,0,870
12939,160,0,570
12019,78,0,150
11926,142,2,1020
29253,270,1,840
25519,550,7,270
18036,574,5,720
15694,208,1,90
12324,318,8,420
12046,93,0,660
11864,182,12,690
11009,150,6,690
10048,145,8,300
9035,90,2,660
129464,5454,35,1230
121733,6383,27,210
102325,5374,16,630
101134,1970,66,1140
97963,3729,26,990
96407,2418,21,840
95007,1150,49,360
93149,4026,19,330
91392,1641,40,90
90732,1786,22,450
28168,868,0,1290
27247,540,1,570
26738,1060,2,1200
26699,381,2,1110
25997,250,3,1110
25820,359,1,990
24930,341,0,1230
24836,515,3,1080
24809,706,3,990
24486,496,1,1080
24455,666,10,930
21795,591,12,1020
19392,300,6,810
18669,254,8,1260
15892,486,25,750
14553,308,0,1170
12881,269,6,960
12681,412,10,690
12120,530,3,630
1533,291,0,870
1467,98,2,570
1282,107,1,1350
1183,94,1,600
1185,145,1,540
1182,58,1,630
1132,153,1,1230
1119,109,0,840
1059,111,0,750
1033,26,2,1020
10782,396,0,210
8825,9316,2,1380
5369,151,2,1020
5064,67,0,120
4864,59,1,330
4861,178,4,1170
4766,113,2,1320
4752,118,0,240
4659,99,18,630
4524,111,1,240
12057,311,2,960
10999,518,2,1320
10269,303,3,150
9830,85,1,720
9392,238,0,720
9306,198,4,960
9261,163,1,540
9151,135,1,510
8656,227,2,120
8612,260,0,960
14848,26635,3,720
12693,5794,2,960
4273,905,2,390
3643,72,0,60
3422,195,1,1080
3018,76,0,720
2864,482,0,1380
2829,491,1,90
2625,575,0,360
2606,893,0,1380
32828,280,2,90
28746,170,4,780
28700,179,7,810
28581,488,6,1200
28228,325,5,120
27755,162,4,960
27108,380,12,1050
22362,455,3,1290
21701,409,4,1110
21378,443,42,90
64336,1026,0,0
61152,539,3,750
58112,2284,0,840
58100,427,9,660
54649,1150,4,660
51292,447,8,510
49940,573,1,1080
49429,900,3,990
49273,600,4,1080
49095,348,7,960
79552,1822,0,1200
70269,1106,6,1080
57452,143,0,1200
49332,1201,11,1320
47975,1323,5,1110
47574,1391,9,960
45021,713,2,0
41689,352,3,630
38566,416,6,840
38025,765,1,1080
61166,2991,19,1050
60070,2067,5,0
48685,2444,9,840
45494,585,2,0
44738,1746,1,1230
42293,795,4,330
42037,1175,2,1350
40791,2138,16,1110
39704,9637,16,1170
38611,404,7,1050
29053,416,5,1020
25601,863,3,0
25394,8769,2,630
22641,258,0,360
22406,1588,0,930
21096,1182,1,870
20860,578,0,900
19471,358,1,1020
19369,752,2,840
18971,202,1,90
67173,742,44,1080
54472,802,1,900
48999,484,2,30
44075,913,3,1170
40506,1437,0,1140
38669,1108,3,180
36403,404,0,840
33919,217,41,690
33868,467,11,990
33162,346,2,270
121389,3323,63,600
102364,4534,74,960
99676,2749,46,1050
79306,1291,23,1380
76388,2096,52,1050
75021,1990,44,0
72084,1824,24,870
70706,2930,33,1290
70571,891,31,780
29578,609,1,1350
22966,517,0,870
22196,495,6,1350
22052,661,17,930
19678,319,6,1290
17164,4178,0,990
15685,1272,1,870
15225,735,0,1080
15128,312,3,1170
15097,276,0,840
4925,375,3,1350
2379,191,2,900
2260,330,1,120
2108,206,4,1410
2081,189,0,450
1924,118,0,1290
1827,187,1,1110
1821,361,0,1140
1777,59,2,390
1745,559,2,1050
102056,1003,21,90
97865,1607,64,870
73843,764,31,330
72125,722,35,1140
71286,1188,9,0
69924,1193,8,600
68837,610,10,1290
65446,1543,46,930
63874,297,1,960
61188,662,33,840
134549,1287,34,960
134080,2990,46,900
119041,1845,75,930
113715,1698,20,1230
113073,8197,55,810
102820,1591,68,810
98200,2023,90,1110
97122,3442,18,630
96319,1361,20,930
94905,3364,47,600
21245,240,3,180
15844,294,0,600
14427,157,2,1170
13984,121,0,270
13442,117,0,90
12543,243,1,150
12362,135,1,780
11273,132,1,1290
9645,202,0,150
9636,148,0,60
69580,1847,3,900
57984,1305,10,450
56868,1540,8,1230
55404,468,4,1140
55015,4114,24,120
54754,536,3,990
52359,546,13,540
47897,315,2,1110
47852,212,10,210
69081,351,0,1200
26528,1480,0,1380
19303,994,0,1260
18526,1038,1,180
16836,96,0,840
16084,162,0,660
15957,194,1,1320
14462,191,0,930
14146,110,0,360
13555,177,0,1320
17719,560,1,1170
14710,460,0,630
11259,216,0,990
11112,711,1,390
11024,333,0,1320
9134,74,0,1080
9095,206,0,450
8952,253,2,1170
8839,395,9,660
8809,242,0,960
51872,1634,17,240
44106,1223,5,1230
42337,792,3,1260
42159,1526,11,420
39964,784,0,360
39910,2070,16,870
34801,197,9,90
33568,799,5,990
32381,1847,91,900
32075,791,3,120
16307,113,4,1020
15333,101,1,720
13707,181,3,90
13251,83,0,1050
12232,58,0,1170
12083,133,0,690
11418,149,3,870
11153,66,0,450
11077,78,0,1320
10871,118,1,630
67385,2110,1,1050
44430,1179,4,1260
41310,541,4,1410
36394,1719,3,1110
31265,2073,0,1260
28810,837,0,840
28414,1845,0,1290
27490,795,0,1350
27249,554,3,1290
25593,627,1,1050
16501,200,0,840
15764,284,0,990
14828,145,1,120
13028,235,0,30
12056,440,1,1140
11143,592,0,1170
10367,203,0,570
9557,51,0,300
8416,113,0,960
7960,52,0,450
55984,238,6,1050
44854,1414,7,1320
42668,214,0,1380
41353,1275,4,150
40554,1644,0,660
40249,971,3,240
39317,893,7,1320
38814,928,6,810
38640,587,5,810
36804,2246,1,930
151154,3604,61,780
118624,3796,9,1170
116680,1676,26,1140
111304,4443,11,990
111011,2432,17,1320
109998,2885,138,720
108997,3143,7,840
106616,1932,12,1410
104806,1140,4,450
103378,3290,13,1170
3829,1085,12,720
1121,53,0,0
759,27,0,1290
724,222,0,240
666,60,0,1380
636,55,0,1050
579,0,0,0
493,0,0,1410
378,637,0,1110
356,1383,0,1410
15835,102,0,90
13700,204,0,1140
13262,66,0,1350
10449,121,1,960
9406,101,0,1110
8443,81,0,1350
7793,263,0,870
7555,185,0,1260
7385,343,0,360
7356,98,0,960
147257,1042,6,840
139684,1485,11,780
136002,1085,19,30
129216,1140,14,840
127802,2403,27,900
127182,2440,8,780
127150,1335,24,1410
126949,856,5,1020
125179,780,9,720
123026,1733,12,1410
69310,1388,48,780
46890,1245,22,1140
44711,926,136,840
44556,549,28,1230
41889,841,28,150
41710,509,3,780
41315,1200,23,1350
40677,1474,17,1140
39868,844,2,870
39586,608,14,1350
43517,1140,7,810
40098,1237,18,600
29624,1067,2,420
29435,129,0,360
25896,511,3,540
25297,1161,3,330
25171,705,4,1110
24185,511,1,420
22803,986,5,840
21945,716,0,720
37552,290,1,930
16731,220,2,180
13753,303,1,270
11154,661,2,690
10697,1035,1,1050
9425,208,2,1350
9430,190,1,1170
8683,566,1,60
8538,437,0,960
8016,288,0,990
25694,91,0,1020
21512,231,0,960
19633,435,2,1260
19489,76,4,1320
18742,57,1,900
18317,161,0,1080
17387,167,0,420
16751,125,3,1050
16284,119,4,720
16209,102,5,450
119016,1857,17,1080
83768,929,4,1020
82558,1546,49,150
76222,1338,23,90
75258,1789,11,210
74843,1847,6,930
72793,1082,8,1290
70598,1106,16,480
67727,1262,3,1350
67035,1085,10,1200
21299,511,1,960
17494,1734,1,1290
15181,795,2,930
12412,226,1,360
12259,699,0,720
12167,878,0,990
12135,159,1,1110
11805,573,0,1110
11335,1201,1,1020
11247,910,1,60
58008,803,1,600
54427,2145,4,30
51479,802,2,1020
45915,1230,0,720
44132,1030,0,1140
42886,1007,0,1170
42576,1281,0,30
40224,517,0,1170
39153,1456,1,1020
39125,581,0,1200
120595,4552,7,900
115200,1800,3,780
107905,529,5,1230
98242,1864,18,1410
96927,1619,13,90
93989,509,6,1290
91976,2221,9,720
91921,3023,16,810
91878,3206,2,1020
91767,3097,5,1110
56395,411,27,1050
50621,245,39,930
49333,306,19,870
42748,324,11,1080
42339,218,10,600
41429,349,13,960
41102,324,21,750
38368,273,4,780
37904,318,14,1020
36485,123,0,1080
41642,317,3,900
41476,191,2,960
40287,486,7,570
39624,341,8,600
36345,464,4,720
35561,404,9,930
31224,270,2,420
30706,580,2,810
30682,337,4,750
25657,287,2,720
24124,173,8,1260
23176,416,2,510
20940,198,72,180
20138,210,7,1020
19879,121,1,90
19054,192,5,840
18426,173,5,270
18413,384,26,90
18374,122,4,720
15978,144,2,360
31494,929,11,840
20499,277,3,1290
18905,2220,0,60
18114,624,0,960
17207,193,0,990
17059,183,0,870
15159,140,2,180
14962,104,0,720
14846,230,0,630
14514,574,0,1140
70899,766,3,900
69354,582,36,870
56599,287,7,930
55515,297,6,1080
54888,1063,9,540
54055,746,8,840
52413,786,7,0
51882,1141,11,60
51092,607,4,1050
50416,357,1,1110
135646,11315,25,930
116182,1873,6,1020
105151,6753,37,750
103436,1511,6,990
101623,1501,9,1080
100622,596,7,1350
98572,2614,9,1350
97727,1905,7,1110
96577,3051,12,990
95510,1329,13,1170
75398,3588,19,810
63911,1127,2,600
50923,2643,22,870
49899,1109,6,810
48401,1182,5,390
47824,660,2,480
45134,292,6,360
44261,2586,9,60
